Data Set 7:Time(s),Data Set 7:Force 1(N),Data Set 7:Force 2(N),,0,,
8.735,0.02514648,-0.0462646,0.02111812,4.55E+00,,
8.74,0.02724457,-0.0483627,0.02111813,4.55E+00,,
8.745,0.02514648,-0.0525742,0.02742772,4.55E+00,,
8.75,0.02514648,-0.056778,0.03163152,4.55E+00,,
8.755,0.01885986,-0.0525742,0.03371434,4.55E+00,,
8.76,0.01885986,-0.0525742,0.03371434,4.55E+00,,
8.765,0.02724457,-0.0609818,0.03373723,4.55E+00,,
8.77,0.0230484,-0.056778,0.0337296,4.55E+00,,
8.775,0.02095795,-0.0546722,0.03371425,4.55E+00,,
8.78,0.01885986,-0.0504684,0.03160854,4.55E+00,,
8.785,0.01885986,-0.056778,0.03791814,4.55E+00,,
8.79,0.01676178,-0.0441589,0.02739712,4.55E+00,,
8.795,0.01257324,-0.0462646,0.03369136,4.55E+00,,
8.8,0.02095795,-0.056778,0.03582005,4.55E+00,,
8.805,0.02095795,-0.0504684,0.02951045,4.55E+00,,
8.81,0.02095795,-0.056778,0.03582005,4.55E+00,,
8.815,0.0230484,-0.0588837,0.0358353,4.55E+00,,
8.82,0.0230484,-0.0231323,0.0000839,4.55E+00,,
8.825,0.02933502,-0.0399551,0.01062008,4.55E+00,,
8.83,0.01885986,-0.0441589,0.02529904,4.55E+00,,
8.835,0.02514648,-0.0504684,0.02532192,4.55E+00,,
8.84,0.02514648,-0.0546722,0.02952572,4.55E+00,,
8.845,0.02514648,-0.0546722,0.02952572,4.55E+00,,
8.85,0.01885986,-0.056778,0.03791814,4.55E+00,,
8.855,0.02514648,-0.0504684,0.02532192,4.55E+00,,
8.86,0.01467133,-0.0525742,0.03790287,4.55E+00,,
8.865,0.01467133,-0.0525742,0.03790287,4.55E+00,,
8.87,0.01885986,-0.0504684,0.03160854,4.55E+00,,
8.875,0.0230484,-0.056778,0.0337296,4.55E+00,,
8.88,0.02095795,-0.0525742,0.03161625,4.55E+00,,
8.885,0.01467133,-0.056778,0.04210667,4.55E+00,,
8.89,0.01257324,-0.0168228,0.00424956,4.55E+00,,
8.895,0.0230484,-0.0378494,0.014801,4.55E+00,,
8.9,0.02514648,-0.0399551,0.01480862,4.55E+00,,
8.905,0.02095795,-0.0504684,0.02951045,4.55E+00,,
8.91,0.01885986,-0.0315399,0.01268004,4.55E+00,,
8.915,0.01467133,-0.0462646,0.03159327,4.55E+00,,
8.92,0.01467133,-0.0525742,0.03790287,4.55E+00,,
8.925,0.01676178,-0.0525742,0.03581242,4.55E+00,,
8.93,0.02724457,-0.056778,0.02953343,4.55E+00,,
8.935,0.02095795,-0.0609818,0.04002385,4.55E+00,,
8.94,0.01885986,-0.0609818,0.04212194,4.55E+00,,
8.945,0.01676178,-0.0651855,0.04842372,4.55E+00,,
8.95,0.01885986,-0.0609818,0.04212194,4.55E+00,,
8.955,0.0230484,-0.0672913,0.0442429,4.55E+00,,
8.96,0.01885986,-0.0609818,0.04212194,4.56E+00,,
8.965,0.01676178,-0.0588837,0.04212192,4.56E+00,,
8.97,0.0083847,-0.0462646,0.0378799,4.56E+00,,
8.975,0.01467133,-0.0546722,0.04000087,4.56E+00,,
8.98,0.01676178,-0.0609818,0.04422002,4.56E+00,,
8.985,0.02095795,-0.0609818,0.04002385,4.56E+00,,
8.99,0.01257324,-0.0525742,0.04000096,4.56E+00,,
8.995,0.01885986,-0.0546722,0.03581234,4.56E+00,,
9,0.02095795,-0.0483627,0.02740475,4.56E+00,,
9.005,0.01885986,-0.0525742,0.03371434,4.56E+00,,
9.01,0.02095795,-0.056778,0.03582005,4.56E+00,,
9.015,0.02095795,-0.0546722,0.03371425,4.56E+00,,
9.02,0.01885986,-0.056778,0.03791814,4.56E+00,,
9.025,0.01676178,-0.0546722,0.03791042,4.56E+00,,
9.03,0.02933502,-0.025238,-0.00409702,4.56E+00,,
9.035,0.0230484,-0.0420609,0.0190125,4.56E+00,,
9.04,0.0230484,-0.0420609,0.0190125,4.56E+00,,
9.045,0.02095795,-0.0504684,0.02951045,4.56E+00,,
9.05,0.01467133,-0.0588837,0.04421237,4.56E+00,,
9.055,0.01257324,-0.056778,0.04420476,4.56E+00,,
9.06,0.01047516,-0.0525742,0.04209904,4.56E+00,,
9.065,0.01676178,-0.0483627,0.03160092,4.56E+00,,
9.07,0.0230484,-0.0483627,0.0253143,4.56E+00,,
9.075,0.01676178,-0.0588837,0.04212192,4.56E+00,,
9.08,0.0230484,-0.0588837,0.0358353,4.56E+00,,
9.085,0.02933502,-0.0525742,0.02323918,4.56E+00,,
9.09,0.01885986,-0.056778,0.03791814,4.56E+00,,
9.095,0.01676178,-0.0546722,0.03791042,4.56E+00,,
9.1,0.01885986,-0.0546722,0.03581234,4.56E+00,,
9.105,0.01676178,-0.0231323,0.00637052,4.56E+00,,
9.11,0.0083847,-0.0378494,0.0294647,4.56E+00,,
9.115,0.01467133,-0.0504684,0.03579707,4.56E+00,,
9.12,0.02514648,-0.0399551,0.01480862,4.56E+00,,
9.125,0.01467133,-0.0420609,0.02738957,4.56E+00,,
9.13,0.02514648,-0.0525742,0.02742772,4.56E+00,,
9.135,0.01676178,-0.0630875,0.04632572,4.56E+00,,
9.14,0.01047516,-0.0525742,0.04209904,4.56E+00,,
9.145,0.01467133,-0.0588837,0.04421237,4.56E+00,,
9.15,0.01047516,-0.0462646,0.03578944,4.56E+00,,
9.155,0.01467133,-0.0546722,0.04000087,4.56E+00,,
9.16,0.01676178,-0.0504684,0.03370662,4.56E+00,,
9.165,0.03143311,-0.0504684,0.01903529,4.56E+00,,
9.17,0.02933502,-0.0504684,0.02113338,4.56E+00,,
9.175,0.02514648,-0.0504684,0.02532192,4.56E+00,,
9.18,0.01885986,-0.0504684,0.03160854,4.56E+00,,
9.185,0.01885986,-0.0525742,0.03371434,4.56E+00,,
9.19,0.02724457,-0.0462646,0.01902003,4.56E+00,,
9.195,0.0230484,-0.0504684,0.02742,4.56E+00,,
9.2,0.01885986,-0.0525742,0.03371434,4.56E+00,,
9.205,0.01467133,-0.0504684,0.03579707,4.56E+00,,
9.21,0.01885986,-0.0273361,0.00847624,4.56E+00,,
9.215,0.01885986,-0.0399551,0.02109524,4.56E+00,,
9.22,0.01047516,-0.0441589,0.03368374,4.56E+00,,
9.225,0.0083847,-0.0441589,0.0357742,4.56E+00,,
9.23,0.01467133,-0.0504684,0.03579707,4.56E+00,,
9.235,0.01467133,-0.056778,0.04210667,4.56E+00,,
9.24,0.01257324,-0.0504684,0.03789516,4.56E+00,,
9.245,0.01676178,-0.0504684,0.03370662,4.56E+00,,
9.25,0.01885986,-0.0483627,0.02950284,4.56E+00,,
9.255,0.01676178,-0.0525742,0.03581242,4.56E+00,,
9.26,0.01467133,-0.0504684,0.03579707,4.56E+00,,
9.265,0.0083847,-0.0483627,0.039978,4.56E+00,,
9.27,0.01467133,-0.0525742,0.03790287,4.57E+00,,
9.275,0.01467133,-0.0525742,0.03790287,4.57E+00,,
9.28,0.01257324,-0.0546722,0.04209896,4.57E+00,,
9.285,0.01885986,-0.0546722,0.03581234,4.57E+00,,
9.29,0.02095795,-0.0525742,0.03161625,4.57E+00,,
9.295,0.02514648,-0.0483627,0.02321622,4.57E+00,,
9.3,0.01885986,-0.0525742,0.03371434,4.57E+00,,
9.305,0.01885986,-0.0462646,0.02740474,4.57E+00,,
9.31,0.01467133,-0.0483627,0.03369137,4.57E+00,,
9.315,0.01467133,-0.012619,-0.00205233,4.57E+00,,
9.32,0.02095795,-0.0357513,0.01479335,4.57E+00,,
9.325,0.01257324,-0.0462646,0.03369136,4.57E+00,,
9.33,0.01676178,-0.0168228,0.00006102,4.57E+00,,
9.335,0.02095795,-0.025238,0.00428005,4.57E+00,,
9.34,0.01885986,-0.0357513,0.01689144,4.57E+00,,
9.345,0.01257324,-0.0441589,0.03158566,4.57E+00,,
9.35,0.01885986,-0.0399551,0.02109524,4.57E+00,,
9.355,0.01885986,-0.0483627,0.02950284,4.57E+00,,
9.36,0.01467133,-0.0378494,0.02317807,4.57E+00,,
9.365,0.01047516,-0.0483627,0.03788754,4.57E+00,,
9.37,0.02095795,-0.0504684,0.02951045,4.57E+00,,
9.375,0.02095795,-0.0525742,0.03161625,4.57E+00,,
9.38,0.01885986,-0.0504684,0.03160854,4.57E+00,,
9.385,0.01047516,-0.0483627,0.03788754,4.57E+00,,
9.39,0.02724457,-0.0504684,0.02322383,4.57E+00,,
9.395,0.02514648,-0.0483627,0.02321622,4.57E+00,,
9.4,0.02514648,-0.0483627,0.02321622,4.57E+00,,
9.405,0.01885986,-0.0441589,0.02529904,4.57E+00,,
9.41,0.01885986,-0.0546722,0.03581234,4.57E+00,,
9.415,0.01676178,-0.0420609,0.02529912,4.57E+00,,
9.42,0.02514648,-0.0231323,-0.00201418,4.57E+00,,
9.425,0.01676178,-0.0063095,-0.01045228,4.57E+00,,
9.43,0.01676178,-0.025238,0.00847622,4.57E+00,,
9.435,0.0230484,-0.0357513,0.0127029,4.57E+00,,
9.44,0.01885986,-0.0483627,0.02950284,4.57E+00,,
9.445,0.0083847,-0.0546722,0.0462875,4.57E+00,,
9.45,0.01047516,-0.0504684,0.03999324,4.57E+00,,
9.455,0.01467133,-0.0483627,0.03369137,4.57E+00,,
9.46,0.01257324,-0.0609818,0.04840856,4.57E+00,,
9.465,0.0230484,-0.056778,0.0337296,4.57E+00,,
9.47,0.02095795,-0.0504684,0.02951045,4.57E+00,,
9.475,0.01467133,-0.0525742,0.03790287,4.57E+00,,
9.48,0.01047516,-0.0483627,0.03788754,4.57E+00,,
9.485,0.01257324,-0.0525742,0.04000096,4.57E+00,,
9.49,0.01676178,-0.056778,0.04001622,4.57E+00,,
9.495,0.01885986,-0.0504684,0.03160854,4.57E+00,,
9.5,0.01885986,-0.0525742,0.03371434,4.57E+00,,
9.505,0.01676178,-0.0504684,0.03370662,4.57E+00,,
9.51,0.0230484,-0.012619,-0.0104294,4.57E+00,,
9.515,0.01885986,-0.0315399,0.01268004,4.57E+00,,
9.52,0.02095795,-0.0399551,0.01899715,4.57E+00,,
9.525,0.02095795,-0.0063095,-0.01464845,4.57E+00,,
9.53,0.01467133,-0.0315399,0.01686857,4.57E+00,,
9.535,0.01467133,-0.0441589,0.02948757,4.57E+00,,
9.54,0.02095795,-0.0462646,0.02530665,4.57E+00,,
9.545,0.01047516,-0.0525742,0.04209904,4.57E+00,,
9.55,0.01676178,-0.0525742,0.03581242,4.57E+00,,
9.555,0.01467133,-0.0546722,0.04000087,4.57E+00,,
9.56,0.02095795,-0.056778,0.03582005,4.57E+00,,
9.565,0.01885986,-0.0588837,0.04002384,4.57E+00,,
9.57,0.01885986,-0.0504684,0.03160854,4.57E+00,,
9.575,0.01467133,-0.0504684,0.03579707,4.57E+00,,
9.58,0.02514648,-0.0546722,0.02952572,4.57E+00,,
9.585,0.02514648,-0.0546722,0.02952572,4.57E+00,,
9.59,0.01885986,-0.056778,0.03791814,4.57E+00,,
9.595,0.02095795,-0.0630875,0.04212955,4.57E+00,,
9.6,0.02514648,-0.056778,0.03163152,4.57E+00,,
9.605,0.02514648,-0.0504684,0.02532192,4.57E+00,,
9.61,0.01047516,-0.0546722,0.04419704,4.57E+00,,
9.615,0.01467133,-0.0462646,0.03159327,4.57E+00,,
9.62,0.01257324,-0.056778,0.04420476,4.57E+00,,
9.625,0.01885986,-0.0504684,0.03160854,4.58E+00,,
9.63,0.01467133,-0.0399551,0.02528377,4.58E+00,,
9.635,0.01676178,-0.0462646,0.02950282,4.58E+00,,
9.64,0.01467133,-0.0420609,0.02738957,4.58E+00,,
9.645,0.00628662,-0.0420609,0.03577428,4.58E+00,,
9.65,0.01257324,-0.0420609,0.02948766,4.58E+00,,
9.655,0.01467133,-0.0462646,0.03159327,4.58E+00,,
9.66,0.01047516,-0.0504684,0.03999324,4.58E+00,,
9.665,0.01047516,-0.0525742,0.04209904,4.58E+00,,
9.67,0.01885986,-0.0483627,0.02950284,4.58E+00,,
9.675,0.01257324,-0.0504684,0.03789516,4.58E+00,,
9.68,0.01467133,-0.0546722,0.04000087,4.58E+00,,
9.685,0.02095795,-0.0546722,0.03371425,4.58E+00,,
9.69,0.01676178,-0.0546722,0.03791042,4.58E+00,,
9.695,0.01885986,-0.0525742,0.03371434,4.58E+00,,
9.7,0.01885986,-0.0483627,0.02950284,4.58E+00,,
9.705,0.01885986,-0.0483627,0.02950284,4.58E+00,,
9.71,0.02724457,-0.0441589,0.01691433,4.58E+00,,
9.715,0.0230484,-0.0462646,0.0232162,4.58E+00,,
9.72,0.02724457,-0.0105133,-0.01673127,4.58E+00,,
9.725,0.01676178,-0.025238,0.00847622,4.58E+00,,
9.73,0.01467133,-0.0357513,0.02107997,4.58E+00,,
9.735,0.01885986,-0.0441589,0.02529904,4.58E+00,,
9.74,0.01467133,-0.0189285,0.00425717,4.58E+00,,
9.745,0.02095795,-0.0315399,0.01058195,4.58E+00,,
9.75,0.01676178,-0.0399551,0.02319332,4.58E+00,,
9.755,0.01467133,-0.0462646,0.03159327,4.58E+00,,
9.76,0.00418854,-0.0504684,0.04627986,4.58E+00,,
9.765,0.01676178,-0.0483627,0.03160092,4.58E+00,,
9.77,0.01885986,-0.0525742,0.03371434,4.58E+00,,
9.775,0.00418854,-0.0525742,0.04838566,4.58E+00,,
9.78,0.01676178,-0.0441589,0.02739712,4.58E+00,,
9.785,0.01257324,-0.0546722,0.04209896,4.58E+00,,
9.79,0.01676178,-0.0483627,0.03160092,4.58E+00,,
9.795,0.01257324,-0.0399551,0.02738186,4.58E+00,,
9.8,0.01676178,-0.0525742,0.03581242,4.58E+00,,
9.805,0.01467133,-0.0462646,0.03159327,4.58E+00,,
9.81,0.01676178,-0.0294418,0.01268002,4.58E+00,,
9.815,0.01467133,-0.0357513,0.02107997,4.58E+00,,
9.82,0.01047516,-0.0420609,0.03158574,4.58E+00,,
9.825,0.01467133,-0.0546722,0.04000087,4.58E+00,,
9.83,0.0083847,-0.0462646,0.0378799,4.58E+00,,
9.835,0.0083847,-0.0504684,0.0420837,4.58E+00,,
9.84,0.01676178,-0.0273361,0.01057432,4.58E+00,,
9.845,0.0230484,-0.025238,0.0021896,4.58E+00,,
9.85,0.01467133,-0.0273361,0.01266477,4.58E+00,,
9.855,0.01467133,-0.0462646,0.03159327,4.58E+00,,
9.86,0.01885986,-0.0483627,0.02950284,4.58E+00,,
9.865,0.01257324,-0.0441589,0.03158566,4.58E+00,,
9.87,0.01257324,-0.0504684,0.03789516,4.58E+00,,
9.875,0.01676178,-0.0441589,0.02739712,4.58E+00,,
9.88,0.01885986,-0.0462646,0.02740474,4.58E+00,,
9.885,0.01885986,-0.0483627,0.02950284,4.58E+00,,
9.89,0.02095795,-0.0588837,0.03792575,4.58E+00,,
9.895,0.01257324,-0.0651855,0.05261226,4.58E+00,,
9.9,-4.44E-16,-0.0525742,5.26E-02,4.58E+00,,
9.905,0.01467133,-0.0504684,0.03579707,4.58E+00,,
9.91,0.01467133,-0.0504684,0.03579707,4.58E+00,,
9.915,0.0230484,-0.0483627,0.0253143,4.58E+00,,
9.92,0.01257324,-0.0546722,0.04209896,4.58E+00,,
9.925,0.0230484,-0.0546722,0.0316238,4.58E+00,,
9.93,0.02933502,-0.0189285,-0.01040652,4.58E+00,,
9.935,0.0230484,-0.0357513,0.0127029,4.58E+00,,
9.94,0.01467133,-0.0420609,0.02738957,4.58E+00,,
9.945,0.01676178,-0.0462646,0.02950282,4.58E+00,,
9.95,0.01676178,-0.0168228,0.00006102,4.58E+00,,
9.955,0.0083847,-0.0357513,0.0273666,4.58E+00,,
9.96,0.01047516,-0.0378494,0.02737424,4.58E+00,,
9.965,0.01676178,-0.0441589,0.02739712,4.58E+00,,
9.97,0.01467133,-0.0525742,0.03790287,4.58E+00,,
9.975,0.0230484,-0.0630875,0.0400391,4.59E+00,,
9.98,0.01257324,-0.0546722,0.04209896,4.59E+00,,
9.985,0.01885986,-0.056778,0.03791814,4.59E+00,,
9.99,0.01257324,-0.0609818,0.04840856,4.59E+00,,
9.995,0.01467133,-0.056778,0.04210667,4.59E+00,,
10,0.01257324,-0.0651855,0.05261226,4.59E+00,,
10.005,0.01676178,-0.0525742,0.03581242,4.59E+00,,
10.01,0.01885986,-0.0546722,0.03581234,4.59E+00,,
10.015,0.0230484,-0.0462646,0.0232162,4.59E+00,,
10.02,0.03352356,-0.0336456,0.00012204,4.59E+00,,
10.025,0.02514648,-0.0441589,0.01901242,4.59E+00,,
10.03,0.01885986,-0.056778,0.03791814,4.59E+00,,
10.035,0.01467133,-0.0483627,0.03369137,4.59E+00,,
10.04,0.01676178,-0.0609818,0.04422002,4.59E+00,,
10.045,0.01257324,-0.056778,0.04420476,4.59E+00,,
10.05,0.01257324,-0.0504684,0.03789516,4.59E+00,,
10.055,0.02095795,-0.012619,-0.00833895,4.59E+00,,
10.06,0.01885986,-0.0336456,0.01478574,4.59E+00,,
10.065,0.01676178,-0.0378494,0.02108762,4.59E+00,,
10.07,0.0083847,-0.0504684,0.0420837,4.59E+00,,
10.075,0.02095795,-0.0462646,0.02530665,4.59E+00,,
10.08,0.01885986,-0.0483627,0.02950284,4.59E+00,,
10.085,0.02095795,-0.0525742,0.03161625,4.59E+00,,
10.09,0.0083847,-0.0525742,0.0441895,4.59E+00,,
10.095,0.01047516,-0.0483627,0.03788754,4.59E+00,,
10.1,0.01047516,-0.0483627,0.03788754,4.59E+00,,
10.105,0.00628662,-0.0504684,0.04418178,4.59E+00,,
10.11,0.0083847,-0.0231323,0.0147476,4.59E+00,,
10.115,0.01047516,-0.0378494,0.02737424,4.59E+00,,
10.12,0.01047516,-0.0420609,0.03158574,4.59E+00,,
10.125,0.01467133,-0.0441589,0.02948757,4.59E+00,,
10.13,0.01257324,-0.0504684,0.03789516,4.59E+00,,
10.135,0.01676178,-0.0504684,0.03370662,4.59E+00,,
10.14,0.02095795,-0.0483627,0.02740475,4.59E+00,,
10.145,0.01257324,-0.0504684,0.03789516,4.59E+00,,
10.15,0.01467133,-0.0525742,0.03790287,4.59E+00,,
10.155,0.01885986,-0.0420609,0.02320104,4.59E+00,,
10.16,0.01676178,-0.0462646,0.02950282,4.59E+00,,
10.165,0.01676178,-0.0147247,-0.00203708,4.59E+00,,
10.17,0.01676178,-0.0357513,0.01898952,4.59E+00,,
10.175,0.02095795,-0.0378494,0.01689145,4.59E+00,,
10.18,0.02514648,-0.0441589,0.01901242,4.59E+00,,
10.185,0.01467133,-0.0546722,0.04000087,4.59E+00,,
10.19,0.01676178,-0.0525742,0.03581242,4.59E+00,,
10.195,0.02095795,-0.0483627,0.02740475,4.59E+00,,
10.2,0.01676178,-0.0462646,0.02950282,4.59E+00,,
10.205,0.02514648,-0.0483627,0.02321622,4.59E+00,,
10.21,0.01676178,-0.0609818,0.04422002,4.59E+00,,
10.215,0.01676178,-0.0504684,0.03370662,4.59E+00,,
10.22,0.03352356,-0.0462646,0.01274104,4.59E+00,,
10.225,0.02514648,-0.0441589,0.01901242,4.59E+00,,
10.23,0.02724457,-0.0294418,0.00219723,4.59E+00,,
10.235,0.0230484,-0.0378494,0.014801,4.59E+00,,
10.24,0.02724457,-0.0462646,0.01902003,4.59E+00,,
10.245,0.01257324,-0.0483627,0.03578946,4.59E+00,,
10.25,0.01467133,-0.0504684,0.03579707,4.59E+00,,
10.255,0.01676178,-0.0609818,0.04422002,4.59E+00,,
10.26,0.0083847,-0.0483627,0.039978,4.59E+00,,
10.265,0.01676178,-0.0525742,0.03581242,4.59E+00,,
10.27,0.01676178,-0.0210266,0.00426482,4.59E+00,,
10.275,0.02095795,-0.025238,0.00428005,4.59E+00,,
10.28,0.01467133,-0.0420609,0.02738957,4.59E+00,,
10.285,0.00418854,-0.0420609,0.03787236,4.59E+00,,
10.29,0.01047516,-0.0378494,0.02737424,4.59E+00,,
10.295,0.01047516,-0.0483627,0.03788754,4.59E+00,,
10.3,0.01676178,-0.0441589,0.02739712,4.59E+00,,
10.305,0.01676178,-0.0504684,0.03370662,4.59E+00,,
10.31,0.01257324,-0.0483627,0.03578946,4.59E+00,,
10.315,0.0083847,-0.0420609,0.0336762,4.60E+00,,
10.32,0.01467133,-0.025238,0.01056667,4.60E+00,,
10.325,0.01257324,-0.0294418,0.01686856,4.60E+00,,
10.33,0.02933502,-0.0420609,0.01272588,4.60E+00,,
10.335,0.01467133,-0.0462646,0.03159327,4.60E+00,,
10.34,0.01047516,-0.0462646,0.03578944,4.60E+00,,
10.345,0.01467133,-0.0462646,0.03159327,4.60E+00,,
10.35,0.01885986,-0.0483627,0.02950284,4.60E+00,,
10.355,0.01257324,-0.0483627,0.03578946,4.60E+00,,
10.36,0.01676178,-0.0504684,0.03370662,4.60E+00,,
10.365,0.01257324,-0.0525742,0.04000096,4.60E+00,,
10.37,0.01467133,-0.0546722,0.04000087,4.60E+00,,
10.375,0.01257324,-0.0546722,0.04209896,4.60E+00,,
10.38,0.00418854,-0.0504684,0.04627986,4.60E+00,,
10.385,0.01885986,-0.0525742,0.03371434,4.60E+00,,
10.39,0.01257324,-0.0525742,0.04000096,4.60E+00,,
10.395,0.01047516,-0.0483627,0.03788754,4.60E+00,,
10.4,0.01467133,-0.0525742,0.03790287,4.60E+00,,
10.405,0.01047516,-0.0483627,0.03788754,4.60E+00,,
10.41,0.02095795,-0.0399551,0.01899715,4.60E+00,,
10.415,0.02095795,-0.0462646,0.02530665,4.60E+00,,
10.42,0.02095795,-0.0420609,0.02110295,4.60E+00,,
10.425,0.01885986,-0.0399551,0.02109524,4.60E+00,,
10.43,0.0083847,-0.0504684,0.0420837,4.60E+00,,
10.435,0.01047516,-0.0441589,0.03368374,4.60E+00,,
10.44,0.01885986,-0.0420609,0.02320104,4.60E+00,,
10.445,0.01676178,-0.0462646,0.02950282,4.60E+00,,
10.45,0.01257324,-0.0462646,0.03369136,4.60E+00,,
10.455,0.01257324,-0.0546722,0.04209896,4.60E+00,,
10.46,0.0083847,-0.0546722,0.0462875,4.60E+00,,
10.465,0.01047516,-0.0546722,0.04419704,4.60E+00,,
10.47,0.01257324,-0.0525742,0.04000096,4.60E+00,,
10.475,0.01676178,-0.0504684,0.03370662,4.60E+00,,
10.48,0.01047516,-0.0336456,0.02317044,4.60E+00,,
10.485,0.01047516,-0.0231323,0.01265714,4.60E+00,,
10.49,0.01885986,-0.0294418,0.01058194,4.60E+00,,
10.495,0.01257324,-0.0420609,0.02948766,4.60E+00,,
10.5,0.01885986,-0.0378494,0.01898954,4.60E+00,,
10.505,0.01676178,-0.0441589,0.02739712,4.60E+00,,
10.51,0.01047516,-0.0504684,0.03999324,4.60E+00,,
10.515,0.01047516,-0.0483627,0.03788754,4.60E+00,,
10.52,0.01885986,-0.0441589,0.02529904,4.60E+00,,
10.525,0.02514648,-0.0504684,0.02532192,4.60E+00,,
10.53,0.02514648,-0.0273361,0.00218962,4.60E+00,,
10.535,0.01885986,-0.0420609,0.02320104,4.60E+00,,
10.54,0.02514648,-0.0420609,0.01691442,4.60E+00,,
10.545,0.03562164,-0.0357513,0.00012966,4.60E+00,,
10.55,0.02514648,-0.0399551,0.01480862,4.60E+00,,
10.555,0.02095795,-0.0504684,0.02951045,4.60E+00,,
10.56,0.02095795,-0.0462646,0.02530665,4.60E+00,,
10.565,0.01467133,-0.0525742,0.03790287,4.60E+00,,
10.57,0.01257324,-0.0546722,0.04209896,4.60E+00,,
10.575,0.01467133,-0.0525742,0.03790287,4.60E+00,,
10.58,0.01676178,-0.056778,0.04001622,4.60E+00,,
10.585,0.02095795,-0.0546722,0.03371425,4.60E+00,,
10.59,0.0230484,-0.0105133,-0.0125351,4.60E+00,,
10.595,0.01885986,-0.0357513,0.01689144,4.60E+00,,
10.6,0.01885986,-0.0504684,0.03160854,4.60E+00,,
10.605,0.02514648,-0.0546722,0.02952572,4.60E+00,,
10.61,0.01885986,-0.0483627,0.02950284,4.60E+00,,
10.615,0.01676178,-0.0420609,0.02529912,4.60E+00,,
10.62,0.01885986,-0.0084152,-0.01044466,4.60E+00,,
10.625,0.01885986,-0.025238,0.00637814,4.60E+00,,
10.63,0.0230484,-0.0336456,0.0105972,4.60E+00,,
10.635,0.01676178,-0.0483627,0.03160092,4.60E+00,,
10.64,0.02724457,-0.0462646,0.01902003,4.60E+00,,
10.645,0.03352356,-0.0462646,0.01274104,4.60E+00,,
10.65,0.02095795,-0.0504684,0.02951045,4.60E+00,,
10.655,0.01257324,-0.0483627,0.03578946,4.60E+00,,
10.66,0.01885986,-0.0525742,0.03371434,4.60E+00,,
10.665,0.01885986,-0.0546722,0.03581234,4.60E+00,,
10.67,0.01257324,-0.0546722,0.04209896,4.60E+00,,
10.675,0.01676178,-0.0525742,0.03581242,4.61E+00,,
10.68,0.01047516,-0.0483627,0.03788754,4.61E+00,,
10.685,0.01467133,-0.0504684,0.03579707,4.61E+00,,
10.69,0.01257324,-0.0441589,0.03158566,4.61E+00,,
10.695,0.01047516,-0.0105133,0.00003814,4.61E+00,,
10.7,0.01047516,-0.0273361,0.01686094,4.61E+00,,
10.705,0.01047516,-0.0420609,0.03158574,4.61E+00,,
10.71,0.01676178,-0.0210266,0.00426482,4.61E+00,,
10.715,0.01676178,-0.0336456,0.01688382,4.61E+00,,
10.72,0.01676178,-0.0378494,0.02108762,4.61E+00,,
10.725,0.01467133,-0.0483627,0.03369137,4.61E+00,,
10.73,0.01885986,-0.0483627,0.02950284,4.61E+00,,
10.735,0.0230484,-0.0483627,0.0253143,4.61E+00,,
10.74,0.01257324,-0.0483627,0.03578946,4.61E+00,,
10.745,0.01676178,-0.0546722,0.03791042,4.61E+00,,
10.75,0.02514648,-0.056778,0.03163152,4.61E+00,,
10.755,0.01257324,-0.056778,0.04420476,4.61E+00,,
10.76,0.00628662,-0.0546722,0.04838558,4.61E+00,,
10.765,0.0230484,-0.0483627,0.0253143,4.61E+00,,
10.77,0.01257324,-0.0546722,0.04209896,4.61E+00,,
10.775,0.01467133,-0.0546722,0.04000087,4.61E+00,,
10.78,0.01885986,-0.0504684,0.03160854,4.61E+00,,
10.785,0.01467133,-0.0546722,0.04000087,4.61E+00,,
10.79,0.01257324,-0.0441589,0.03158566,4.61E+00,,
10.795,0.01257324,-0.012619,0.00004576,4.61E+00,,
10.8,0.0083847,-0.0378494,0.0294647,4.61E+00,,
10.805,0.01467133,-0.0462646,0.03159327,4.61E+00,,
10.81,0.0230484,-0.0462646,0.0232162,4.61E+00,,
10.815,0.01676178,-0.0462646,0.02950282,4.61E+00,,
10.82,0.01257324,-0.0504684,0.03789516,4.61E+00,,
10.825,0.01257324,-0.0462646,0.03369136,4.61E+00,,
10.83,0.01467133,-0.012619,-0.00205233,4.61E+00,,
10.835,0.02095795,-0.0273361,0.00637815,4.61E+00,,
10.84,0.01257324,-0.0420609,0.02948766,4.61E+00,,
10.845,0.01047516,-0.0420609,0.03158574,4.61E+00,,
10.85,0.01047516,-0.0441589,0.03368374,4.61E+00,,
10.855,0.0230484,-0.0462646,0.0232162,4.61E+00,,
10.86,0.01676178,-0.0462646,0.02950282,4.61E+00,,
10.865,0.01257324,-0.0483627,0.03578946,4.61E+00,,
10.87,0.0083847,-0.0462646,0.0378799,4.61E+00,,
10.875,0.01467133,-0.0504684,0.03579707,4.61E+00,,
10.88,0.01467133,-0.0546722,0.04000087,4.61E+00,,
10.885,0.01676178,-0.0525742,0.03581242,4.61E+00,,
10.89,0.01885986,-0.0462646,0.02740474,4.61E+00,,
10.895,0.02095795,-0.0063095,-0.01464845,4.61E+00,,
10.9,0.01676178,-0.0294418,0.01268002,4.61E+00,,
10.905,0.02724457,-0.0357513,0.00850673,4.61E+00,,
10.91,0.0230484,-0.0378494,0.014801,4.61E+00,,
10.915,0.02095795,-0.0483627,0.02740475,4.61E+00,,
